date|team|acquired|relinquished|notes
2006-01-19|Jets||John Zernhelt|fired as tight ends coach
2006-01-19|Jets||Pep Hamilton|fired as wide receivers coach
2006-01-19|Lions||Dick Jauron|fired as interim head coach (date approximate)
2006-01-19|Lions|Rod Marinelli||hired as head coach
2006-01-19|Packers|Mark Lovat||hired as assistant strength & conditioning coach
2006-01-19|Packers|Brandon Johnson||hired as assistant strength & conditioning coach
2006-01-19|Packers|Rock Gullickson||hired as strength & conditioning coach
2006-01-19|Packers|Winston Moss||hired as linebackers coach
2006-01-19|Rams|Scott Linehan||hired as head coach
2006-01-19|Vikings|Tom Kanavy||hired as strength & conditioning coach
2006-01-21|Browns|Jeff Davidson||promoted to assistant head coach / offensive line coach
2006-01-23|Bills|Dick Jauron||hired as head coach
2006-01-23|Chiefs|John Matsko||hired as offensive line coach
2006-01-23|Chiefs|Mike Priefer||hired as special teams coach
2006-01-23|Chiefs|Don Blackmon||hired as linebackers coach
2006-01-23|Packers|Lionel Washington||hired as defensive nickel package / cornerbacks coach
2006-01-23|Packers|Robert Nunn||hired as defensive tackles coach
2006-01-24|Bills|Bill Kollar||hired as defensive line coach
2006-01-24|Dolphins|Dom Capers||hired as special assistant to the head coach
2006-01-24|Falcons|Bill Musgrave||hired as quarterbacks coach
2006-01-24|Falcons|Robert Prince||promoted to assistant quarterbacks coach
2006-01-24|Vikings|Fred Pagac||hired as linebackers coach
2006-01-24|Vikings|Joe Woods||hired as secondary coach
2006-01-26|Redskins|Bill Lazor||hired as quarterbacks coach
2006-01-26|Texans|Gary Kubiak||hired as head coach
2006-01-27|Bears|Bob Babich||promoted to assistant head coach / linebackers coach
2006-01-27|Packers|Carl Hairston||hired as defensive ends coach
2006-01-27|Saints|Doug Marrone||hired as offensive coordinator and offensive line coach
2006-01-27|Saints|Joe Vitt||hired as assistant head coach / linebackers coach
2006-01-28|Chargers|John Henry / Jack Henry (SN)||hired as offensive line coach to a 2-year contract
2006-01-29|Lions|Phil Snow||hired as linebackers coach
2006-01-29|Lions|Stan Kwan||re-signed as assistant special teams coach
2006-01-29|Lions|Adam Gase||re-signed as coaching assistant
2006-01-29|Lions|Dom Clemons||re-signed as defensive assistant coach
2006-01-29|Packers|Tom Clements||hired as quarterbacks coach
2006-01-30|Bears||Perry Fewell|resigned as defensive backs coach (date approximate)
2006-01-30|Bills||Brad Roll|fired as strength & conditioning coach
2006-01-30|Bills||Sam Wyche|fired as quarterbacks coach
2006-01-30|Bills|Eric Studesville||re-signed as running backs coach
2006-01-30|Bills|Larry Zierlein||hired as assistant offensive line coach
2006-01-30|Bills|Bobby April Sr.||promoted to assistant head coach / special teams coach
2006-01-30|Bills|Chuck Lester||promoted to assistant to the head coach / defensive assistant coach
2006-01-30|Bills|Jim McNally||re-signed as offensive line coach
2006-01-30|Bills|Tyke Tolbert||re-signed as wide receivers coach
2006-01-30|Broncos|Mike Heimerdinger||hired as assistant head coach
2006-01-30|Cowboys|Chris Palmer||hired as quarterbacks coach
2006-01-30|Eagles|Pete Jenkins||hired as defensive line coach
2006-01-30|Texans|Joe Marciano||re-signed as special teams coach
2006-01-30|Texans|Kyle Shanahan||hired as wide receivers coach
2006-01-30|Texans|Chick Harris||re-signed as running backs coach
2006-01-30|Texans|Jon Hoke||re-signed as defensive backs coach
2006-01-30|Redskins|Jerry Gray||hired as secondary-cornerbacks coach
2006-01-31|Bills|George Catavolos||hired as defensive backs coach
2006-01-31|Bills|Johnny Holland||hired as linebackers coach
2006-01-31|Jaguars|Mark Duffner||hired as linebackers coach
2006-01-31|Packers|Kurt Schottenheimer||hired as defensive backs coach
2006-02-01|Cardinals|Frank Bush||promoted to assistant head coach / linebackers coach
2006-02-01|Jaguars|Andy Heck||promoted to offensive line coach
2006-02-01|Jaguars|Mike Tice||hired as assistant head coach / offense
2006-02-02|Falcons|Tom Cable||hired as offensive line coach
2006-02-02|Saints|Dan Dalrymple||hired as strength & conditioning coach
2006-02-02|Saints|John Morton||hired as offensive assistant & passing game coach
2006-02-02|Saints|Dennis Allen||hired as assistant defensive line coach
2006-02-02|Texans|Brain Pariani||hired as tight ends coach
2006-02-02|Texans|Robert Saleh||hired as defensive quality control coach
2006-02-02|Texans|Mike McDaniel||hired as offensive quality control coach
2006-02-06|Chargers|John Ramsdell||hired as quarterbacks coach, signed to a 2-year contract
2006-02-06|Chargers|Hal Hunter Jr.||hired as assistant offensive line coach, signed to a 2-year contract
2006-02-06|Packers|Eric Lewis||hired as defensive assistant / quality control coach
2006-02-06|Packers|Shawn Slocum||hired as assistant special teams coach
2006-02-06|Rams|Doug Nussmeier||hired as quarterbacks coach
2006-02-06|Rams|Randy Hanson||hired as offensive quality control coach
2006-02-06|Rams|Rick Venturi||hired as assistant head coach / linebackers coach
2006-02-06|Rams|Ron Milus||hired as assistant secondary coach
2006-02-06|Rams|Bob Ligashesky||re-signed as special teams coach
2006-02-06|Rams|Judd Garrett||hired as tight ends coach
2006-02-06|Rams|Nick Holt||hired as defensive line coach
2006-02-06|Rams|Paul Boudreau Sr.||hired as offensive line coach
2006-02-06|Rams|Wayne Moses||hired as running backs coach
2006-02-06|Rams|Willy Robinson||hired as secondary coach
2006-02-07|Bears|Ron English||hired as defensive backs coach
2006-02-07|Chiefs|David Gibbs||hired as defensive backs coach
2006-02-07|Chiefs|Jon Embree||hired as tight ends coach
2006-02-07|Saints|Curtis Johnson (a)?||hired as wide receivers coach
2006-02-07|Saints|Pete Carmichael Jr.||hired as quarterbacks coach
2006-02-07|Saints|Terry Malone||hired as tight ends coach
2006-02-07|Saints|Tom Hayes||hired as defensive backs coach
2006-02-08|Jets|Mike Devlin||hired as offensive line coach
2006-02-08|Lions|Mike Martz||hired as offensive coordinator & quarterbacks coach
2006-02-08|Lions|Joe Cullen||hired as defensive line coach
2006-02-08|Lions|Pat Carter||hired as tight ends coach
2006-02-08|Lions|Wilbert Montgomery||hired as running backs coach
2006-02-08|Texans|John Benton||hired as offensive line coach
2006-02-08|Texans|Johnny Holland||hired as linebackers coach
2006-02-08|Texans|Martin Bayless||hired as assistant defensive backs coach
2006-02-09|Ravens|John Fassel||hired as assistant special teams coach
2006-02-09|Ravens|Tony Nathan||hired as running backs coach
2006-02-09|Ravens|Greg Roman||hired as assistant offensive line coach
2006-02-10|Bears||Ron English|resigned as defensive backs coach
2006-02-10|Dolphins|Kirby Smart||hired as safeties coach
2006-02-10|Dolphins|Bo Davis||hired as assistant strength coach & assistant defensive line coach
2006-02-10|Raiders|Art Shell||hired as head coach
2006-02-10|Saints|George Henshaw||hired as senior assistant & running backs coach
2006-02-10|Saints|Greg McMahon||hired as assistant special teams coach
2006-02-13|Bills|Alex Van Pelt||hired as offensive quality control coach
2006-02-13|Bills|Charlie Coiner||hired as tight ends coach
2006-02-13|Bills|Turk Schonert||hired as quarterbacks coach
2006-02-13|Giants|David Merritt||hired as assistant secondary coach
2006-02-13|Giants|Andre Curtis||hired as defensive quality control coach
2006-02-13|Giants|Tom Quinn||hired as assistant special teams coach
2006-02-13|Rams|Brad Roll||hired as assistant strength and conditioning coach
2006-02-13|Rams|Jim Chaney||hired as assistant offenisve line coach
2006-02-13|Rams|Joe Baker||hired as defensive quality control coach
2006-02-14|49ers|Johnnie Lynn||hired as secondary coach
2006-02-14|Bears|Kevin O'Dea||hired as assistant special teams coach
2006-02-15|Cowboys|Vincent Brown (a)?||hired as middle linebackers coach
2006-02-15|Jaguars||Todd Howard (b)|resigned as assistant defensive line coach (date approximate)
2006-02-15|Jaguars|Ted Monachino||hired as assistant defensive line coach
2006-02-15|Texans|Mike Sherman||hired as assistant head coach-offense
2006-02-16|Bears|Steve Wilks||hired as assistant coach
2006-02-16|Bears|Steven Wilks||hired as defensive backs coach
2006-02-16|Bengals|Marvin Lewis||re-signed as head coach to a 2-year contract extension through 2010
2006-02-16|Cowboys|Freddie Kitchens||hired as tight ends coach
2006-02-16|Lions|Clayton Lopez||hired as defensive backs coach
2006-02-16|Lions|Mike Barry||hired as assistant offensive line coach
2006-02-16|Saints|Marion Hobby||hired as defensive line coach
2006-02-20|Bears|Gill Byrd||hired as defensive quality control coach
2006-02-20|Jets|Brett Bech||hired as assistant strength & conditioning coach
2006-02-20|Jets|Denny Marcin||re-signed as defensive line coach
2006-02-20|Jets|Jason Mandolesi||hired as defensive quality control coach
2006-02-20|Jets|Jason Michael||hired as offensive quality control coach
2006-02-20|Jets|Markus Paul||hired as head strength and conditioning coach
2006-02-20|Jets|Michael||hired as offensive quality control coach
2006-02-20|Jets|Andy Dickerson||hired as coaches assistant
2006-02-20|Jets|Bryan Cox||hired as assistant defensive line coach
2006-02-20|Jets|Corwin Brown||hired as defensive backs coach
2006-02-20|Jets|Jim Herrmann||hired as linebackers coach
2006-02-20|Jets|Jimmy Raye||hired as running backs coach
2006-02-20|Jets|Mike Devlin||hired as assistant offensive line coach
2006-02-20|Jets|Noel Mazzone||hired as wide receivers coach
2006-02-20|Jets|Richie Anderson||hired as assistant wide receivers coach
2006-02-20|Jets|Rick Lyle||hired as assistant strength and conditioning coach
2006-02-20|Jets|Sam Gash||hired as assistant running backs / special teams coach
2006-02-20|Jets|Tony Wise||hired as offensive line coach
2006-02-21|Bills|Matt Sheldon||hired as linebackers coach
2006-02-21|Rams|Brian Baker||hired as defensive line coach
2006-02-22|Jaguars|Jack Del Rio||re-signed as head coach to a 3-year contract extension through 2008
2006-03-01|Titans|John Zernhelt||hired as tight ends coach
2006-03-02|Raiders|Jim McElwain||hired as quarterbacks coach
2006-03-04|Raiders|Darryl Sims||hired as assistant defensive line coach
2006-03-04|Raiders|Irv Eatman||hired as co-offensive line coach
2006-03-04|Raiders|Jackie Slater||hired as co-offensive line coach
2006-03-04|Raiders|Lorenzo Ward||hired as assistant defensive backs coach & assistant special teams coach
2006-03-04|Raiders|Ted Daisher||hired as special teams coach
2006-03-06|49ers|Pep Hamilton||hired as quarterbacks coach & offensive assistant
2006-03-13|Texans|Tracy Simien||hired as assistant defensive line coach
2006-03-16|Buccaneers|Jimmy Lake||hired as assistant defensive backs coach
2006-03-16|Buccaneers|Kurt Shultz||hired as assistant strength and conditioning coach
2006-03-16|Buccaneers|Aaron Kromer||hired as senior assistant/offensive line coach
2006-03-16|Buccaneers|Art Valero||promoted to assistant head coach (in addition to running backs coach)
2006-03-16|Buccaneers|Casey Bradley||hired as defensive quality control coach
2006-03-16|Buccaneers|Greg Burns||hired as defensive backs coach
2006-03-16|Buccaneers|Jethro Franklin||hired as defensive line coach
2006-03-16|Buccaneers|Mike Morris||promoted to head strength & conditioning coach
2006-03-16|Buccaneers|Nathaniel Hackett||hired as offensive quality control coach
2006-03-16|Buccaneers|Tim Berbenich||hired as offensive quality control coach
2006-03-24|Falcons|Jim Mora Jr.||re-signed as head coach to a 3-year contract extension through 2009
2006-03-27|Panthers|John Fox||re-signed as head coach to a 5-year contract extension through 2010
2006-04-06|Eagles|Rory Segrest||hired as special teams quality control coach
2006-05-05|Colts|Leslie Frazier||hired as special assistant to head coach
2006-05-16|Seahawks|Mike Holmgren||re-signed as head coach to a 2-year contract extension through 2008
2006-10-17|Ravens|Brian Billick||hired as offensive coordinator (in addition to head coach)
2006-11-28|Raiders|John Shoop||promoted from tight ends coach to offensive coordinator
2007-01-01|Cardinals||Dennis Green (a)|fired as head coach
2007-01-01|Falcons||Jim Mora Jr.|fired as head coach
2007-01-02|Jaguars||Mark Michaels|fired as assistant special teams coach
2007-01-02|Jaguars||Ken Anderson (a)|fired as quarterbacks coach
2007-01-02|Jaguars||Steve Walters|fired as wide receivers coach
2007-01-02|Lions||Larry Beightol|fired as offensive line coach
2007-01-02|Raiders||Chuck Pagano|resigned as defensive backs coach
2007-01-02|Steelers||Dick Hoak|retired as running backs coach
2007-01-03|49ers||Gary Emanuel|fired as defensive line coach
2007-01-03|Dolphins||Nick Saban|resigned as head coach
2007-01-04|Raiders||Art Shell|fired as head coach
2007-01-04|Steelers||Bill Cowher|resigned as head coach
2007-01-05|Browns||Carl Crennel II|fired as offensive quality control coach
2007-01-05|Browns||Terry Robiskie|fired as wide receivers coach
2007-01-05|Browns||Ben Coates|fired as tight ends coach
2007-01-05|Browns||John Lott|fired as strength & conditioning coach
2007-01-07|Falcons|Bobby Petrino||hired as head coach
2007-01-08|Buccaneers|Raheem Morris||hired as defensive backs coach
2007-01-10|Broncos||Andre Patterson|fired as defensive line coach
2007-01-10|Giants|Tom Coughlin||re-signed as head coach to a 1-year contract extension through 2008
2007-01-11|Broncos|Jim Bates||hired as assistant head coach of defense
2007-01-12|Buccaneers|Casey Bradley||promoted to linebackers coach
2007-01-14|Cardinals|Ken Whisenhunt||hired as head coach, signed to a 4-year contract with a team option
2007-01-15|Packers|James Campen||promoted to offensive line coach
2007-01-15|Packers|Jerry Fontenot||hired as assistant offensive line coach
2007-01-15|Packers|Winston Moss||promoted to assistant head coach-defense
2007-01-16|49ers|Jim Tomsula||hired as defensive line coach
2007-01-16|Bengals|Mike Sheppard||hired as receivers coach
2007-01-16|Falcons|Andy Sugarman||hired as offensive quality control coach
2007-01-16|Falcons|Evan Marcus||hired as strength & conditioning coach
2007-01-16|Falcons|Mike Summers||hired as offensive line coach
2007-01-16|Falcons|Paul Petrino||hired as receivers coach
2007-01-16|Falcons|Brian Van Gorder / Brian VanGorder||hired as linebackers coach
2007-01-16|Falcons|Joe Whitt Jr.||hired as assistant defensive backs coach
2007-01-16|Falcons|Jon Gannon||hired as defensive quality control coach
2007-01-16|Falcons|Keith Rowan||hired as tight ends coach
2007-01-16|Falcons|Kevin Wolthausen||hired as defensive line coach
2007-01-16|Falcons|Tom McMahon||hired as assistant special teams coach
2007-01-16|Redskins||Dale Lindsey|fired as linebackers coach
